#tissue.id	Term	go.id	go.term
BTO:0000751	leukocyte	GO:0052293	modulation by organism of B-cell mediated immune response of other organism involved in symbiotic interaction
BTO:0000751	leukocyte	GO:0052294	modulation by organism of cell-mediated immune response of other organism involved in symbiotic interaction
BTO:0000751	leukocyte	GO:0052295	modulation by organism of T-cell mediated immune response of other organism involved in symbiotic interaction
BTO:0000751	leukocyte	GO:0060333	interferon-gamma-mediated signaling pathway
BTO:0000751	leukocyte	GO:0060334	regulation of interferon-gamma-mediated signaling pathway
BTO:0000751	leukocyte	GO:0060335	positive regulation of interferon-gamma-mediated signaling pathway
BTO:0000751	leukocyte	GO:0060336	negative regulation of interferon-gamma-mediated signaling pathway
BTO:0000751	leukocyte	GO:0060368	regulation of Fc receptor mediated stimulatory signaling pathway
BTO:0000751	leukocyte	GO:0060369	positive regulation of Fc receptor mediated stimulatory signaling pathway
BTO:0000751	leukocyte	GO:0060370	susceptibility to T cell mediated cytotoxicity
BTO:0000751	leukocyte	GO:0060374	mast cell differentiation
BTO:0000751	leukocyte	GO:0060375	regulation of mast cell differentiation
BTO:0000751	leukocyte	GO:0060376	positive regulation of mast cell differentiation
BTO:0000751	leukocyte	GO:0060377	negative regulation of mast cell differentiation
BTO:0000751	leukocyte	GO:0060753	regulation of mast cell chemotaxis
BTO:0000751	leukocyte	GO:0060754	positive regulation of mast cell chemotaxis
BTO:0000751	leukocyte	GO:0060755	negative regulation of mast cell chemotaxis
BTO:0000751	leukocyte	GO:0060907	positive regulation of macrophage cytokine production
BTO:0000751	leukocyte	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response
BTO:0000751	leukocyte	GO:0061082	myeloid leukocyte cytokine production
BTO:0000751	leukocyte	GO:0070227	lymphocyte apoptosis
BTO:0000751	leukocyte	GO:0070228	regulation of lymphocyte apoptosis
BTO:0000751	leukocyte	GO:0070229	negative regulation of lymphocyte apoptosis
BTO:0000751	leukocyte	GO:0070230	positive regulation of lymphocyte apoptosis
BTO:0000751	leukocyte	GO:0070231	T cell apoptosis
BTO:0000751	leukocyte	GO:0070232	regulation of T cell apoptosis
BTO:0000751	leukocyte	GO:0070233	negative regulation of T cell apoptosis
BTO:0000751	leukocyte	GO:0070234	positive regulation of T cell apoptosis
BTO:0000751	leukocyte	GO:0070235	regulation of activation-induced cell death of T cells
BTO:0000751	leukocyte	GO:0070236	negative regulation of activation-induced cell death of T cells
BTO:0000751	leukocyte	GO:0070237	positive regulation of activation-induced cell death of T cells
BTO:0000751	leukocyte	GO:0070238	activated T cell autonomous cell death
BTO:0000751	leukocyte	GO:0070239	regulation of activated T cell autonomous cell death
BTO:0000751	leukocyte	GO:0070240	negative regulation of activated T cell autonomous cell death
BTO:0000751	leukocyte	GO:0070241	positive regulation of activated T cell autonomous cell death
BTO:0000751	leukocyte	GO:0070242	thymocyte apoptosis
BTO:0000751	leukocyte	GO:0070243	regulation of thymocyte apoptosis
BTO:0000751	leukocyte	GO:0070244	negative regulation of thymocyte apoptosis
BTO:0000751	leukocyte	GO:0070245	positive regulation of thymocyte apoptosis
BTO:0000751	leukocyte	GO:0070246	natural killer cell apoptosis
BTO:0000751	leukocyte	GO:0070247	regulation of natural killer cell apoptosis
BTO:0000751	leukocyte	GO:0070248	negative regulation of natural killer cell apoptosis
BTO:0000751	leukocyte	GO:0070249	positive regulation of natural killer cell apoptosis
BTO:0000751	leukocyte	GO:0070486	leukocyte aggregation
BTO:0000751	leukocyte	GO:0070487	monocyte aggregation
BTO:0000751	leukocyte	GO:0070488	neutrophil aggregation
BTO:0000751	leukocyte	GO:0070489	T cell aggregation
BTO:0000751	leukocyte	GO:0070661	leukocyte proliferation
BTO:0000751	leukocyte	GO:0070662	mast cell proliferation
BTO:0000751	leukocyte	GO:0070663	regulation of leukocyte proliferation
BTO:0000751	leukocyte	GO:0070664	negative regulation of leukocyte proliferation
BTO:0000751	leukocyte	GO:0070665	positive regulation of leukocyte proliferation
BTO:0000751	leukocyte	GO:0070666	regulation of mast cell proliferation
BTO:0000751	leukocyte	GO:0070667	negative regulation of mast cell proliferation
BTO:0000751	leukocyte	GO:0070668	positive regulation of mast cell proliferation
BTO:0000751	leukocyte	GO:0070942	neutrophil mediated cytotoxicity
BTO:0000751	leukocyte	GO:0070943	neutrophil mediated killing of symbiont cell
BTO:0000751	leukocyte	GO:0070944	neutrophil mediated killing of bacterium
BTO:0000751	leukocyte	GO:0070945	neutrophil mediated killing of gram-negative bacterium
BTO:0000751	leukocyte	GO:0070946	neutrophil mediated killing of gram-positive bacterium
BTO:0000751	leukocyte	GO:0070947	neutrophil mediated killing of fungus
BTO:0000751	leukocyte	GO:0070948	regulation of neutrophil mediated cytotoxicity
BTO:0000751	leukocyte	GO:0070949	regulation of neutrophil mediated killing of symbiont cell
BTO:0000751	leukocyte	GO:0070950	regulation of neutrophil mediated killing of bacterium
BTO:0000751	leukocyte	GO:0070951	regulation of neutrophil mediated killing of gram-negative bacterium
BTO:0000751	leukocyte	GO:0070952	regulation of neutrophil mediated killing of gram-positive bacterium
BTO:0000751	leukocyte	GO:0070953	regulation of neutrophil mediated killing of fungus
BTO:0000751	leukocyte	GO:0070954	negative regulation of neutrophil mediated cytotoxicity
BTO:0000751	leukocyte	GO:0070955	negative regulation of neutrophil mediated killing of symbiont cell
BTO:0000751	leukocyte	GO:0070956	negative regulation of neutrophil mediated killing of bacterium
BTO:0000751	leukocyte	GO:0070957	negative regulation of neutrophil mediated killing of gram-negative bacterium
BTO:0000751	leukocyte	GO:0070958	negative regulation of neutrophil mediated killing of gram-positive bacterium
BTO:0000751	leukocyte	GO:0070959	negative regulation of neutrophil mediated killing of fungus
BTO:0000751	leukocyte	GO:0070960	positive regulation of neutrophil mediated cytotoxicity
BTO:0000751	leukocyte	GO:0070961	positive regulation of neutrophil mediated killing of symbiont cell
BTO:0000751	leukocyte	GO:0070962	positive regulation of neutrophil mediated killing of bacterium
BTO:0000751	leukocyte	GO:0070963	positive regulation of neutrophil mediated killing of gram-negative bacterium
BTO:0000751	leukocyte	GO:0070964	positive regulation of neutrophil mediated killing of gram-positive bacterium
BTO:0000751	leukocyte	GO:0070965	positive regulation of neutrophil mediated killing of fungus
BTO:0000751	leukocyte	GO:0071346	cellular response to interferon-gamma
BTO:0000751	leukocyte	GO:0071593	lymphocyte aggregation
BTO:0000751	leukocyte	GO:0071594	thymocyte aggregation
BTO:0000751	leukocyte	GO:0071621	granulocyte chemotaxis
BTO:0000751	leukocyte	GO:0071622	regulation of granulocyte chemotaxis
BTO:0000751	leukocyte	GO:0071623	negative regulation of granulocyte chemotaxis
BTO:0000751	leukocyte	GO:0071624	positive regulation of granulocyte chemotaxis
BTO:0000751	leukocyte	GO:0071674	mononuclear cell migration
BTO:0000751	leukocyte	GO:0071675	regulation of mononuclear cell migration
BTO:0000751	leukocyte	GO:0071676	negative regulation of mononuclear cell migration
BTO:0000751	leukocyte	GO:0071677	positive regulation of mononuclear cell migration
BTO:0000751	leukocyte	GO:0071887	leukocyte apoptosis
BTO:0000751	leukocyte	GO:0071888	macrophage apoptosis
BTO:0000751	leukocyte	GO:0071948	activation-induced B cell apoptosis
BTO:0000751	leukocyte	GO:0072539	T-helper 17 cell differentiation
BTO:0000751	leukocyte	GO:0072540	T-helper 17 cell lineage commitment
BTO:0000751	leukocyte	GO:0072672	neutrophil extravasation
BTO:0000751	leukocyte	GO:0072674	multinuclear osteoclast differentiation
BTO:0000751	leukocyte	GO:0072675	osteoclast fusion
BTO:0000751	leukocyte	GO:0072676	lymphocyte migration
BTO:0000751	leukocyte	GO:0072677	eosinophil migration
BTO:0000751	leukocyte	GO:0072678	T cell migration
BTO:0000751	leukocyte	GO:0072679	thymocyte migration
BTO:0000751	leukocyte	GO:0072680	extracellular matrix-dependent thymocyte migration
BTO:0000751	leukocyte	GO:0072681	fibronectin-dependent thymocyte migration
BTO:0000751	leukocyte	GO:0072682	eosinophil extravasation
BTO:0000751	leukocyte	GO:0072683	T cell extravasation
BTO:0000751	leukocyte	GO:0090022	regulation of neutrophil chemotaxis
BTO:0000751	leukocyte	GO:0090023	positive regulation of neutrophil chemotaxis
BTO:0000751	leukocyte	GO:0090024	negative regulation of neutrophil chemotaxis
BTO:0000751	leukocyte	GO:0090025	regulation of monocyte chemotaxis
BTO:0000751	leukocyte	GO:0090026	positive regulation of monocyte chemotaxis
BTO:0000751	leukocyte	GO:0090027	negative regulation of monocyte chemotaxis
BTO:0000751	leukocyte	GO:0090289	regulation of osteoclast proliferation
BTO:0000751	leukocyte	GO:0090290	positive regulation of osteoclast proliferation
BTO:0000751	leukocyte	GO:0090291	negative regulation of osteoclast proliferation
BTO:0000751	leukocyte	GO:0097021	lymphocyte migration into lymphoid organs
BTO:0000751	leukocyte	GO:0097022	lymphocyte migration into lymph node
BTO:0000751	leukocyte	GO:0097028	dendritic cell differentiation
BTO:0000751	leukocyte	GO:0097029	mature dendritic cell differentiation
BTO:0000751	leukocyte	GO:0097048	dendritic cell apoptosis
BTO:0000751	leukocyte	GO:2000106	regulation of leukocyte apoptosis
BTO:0000751	leukocyte	GO:2000107	negative regulation of leukocyte apoptosis
BTO:0000751	leukocyte	GO:2000108	positive regulation of leukocyte apoptosis
BTO:0000751	leukocyte	GO:2000109	regulation of macrophage apoptosis
BTO:0000751	leukocyte	GO:2000110	negative regulation of macrophage apoptosis
BTO:0000751	leukocyte	GO:2000111	positive regulation of macrophage apoptosis
BTO:0000751	leukocyte	GO:2000174	regulation of pro-T cell differentiation
BTO:0000751	leukocyte	GO:2000175	negative regulation of pro-T cell differentiation
BTO:0000751	leukocyte	GO:2000176	positive regulation of pro-T cell differentiation
BTO:0000751	leukocyte	GO:2000319	regulation of T-helper 17 cell differentiation
BTO:0000751	leukocyte	GO:2000320	negative regulation of T-helper 17 cell differentiation
BTO:0000751	leukocyte	GO:2000321	positive regulation of T-helper 17 cell differentiation
BTO:0000751	leukocyte	GO:2000328	regulation of T-helper 17 cell lineage commitment
BTO:0000751	leukocyte	GO:2000329	negative regulation of T-helper 17 cell lineage commitment
BTO:0000751	leukocyte	GO:2000330	positive regulation of T-helper 17 cell lineage commitment
BTO:0000751	leukocyte	GO:2000389	regulation of neutrophil extravasation
BTO:0000751	leukocyte	GO:2000390	negative regulation of neutrophil extravasation
BTO:0000751	leukocyte	GO:2000391	positive regulation of neutrophil extravasation
BTO:0000751	leukocyte	GO:2000398	regulation of thymocyte aggregation
BTO:0000751	leukocyte	GO:2000399	negative regulation of thymocyte aggregation
BTO:0000751	leukocyte	GO:2000400	positive regulation of thymocyte aggregation
BTO:0000751	leukocyte	GO:2000401	regulation of lymphocyte migration
BTO:0000751	leukocyte	GO:2000402	negative regulation of lymphocyte migration
BTO:0000751	leukocyte	GO:2000403	positive regulation of lymphocyte migration
BTO:0000751	leukocyte	GO:2000404	regulation of T cell migration
BTO:0000751	leukocyte	GO:2000405	negative regulation of T cell migration
BTO:0000751	leukocyte	GO:2000406	positive regulation of T cell migration
BTO:0000751	leukocyte	GO:2000407	regulation of T cell extravasation
BTO:0000751	leukocyte	GO:2000408	negative regulation of T cell extravasation
BTO:0000751	leukocyte	GO:2000409	positive regulation of T cell extravasation
BTO:0000751	leukocyte	GO:2000410	regulation of thymocyte migration
BTO:0000751	leukocyte	GO:2000411	negative regulation of thymocyte migration
BTO:0000751	leukocyte	GO:2000412	positive regulation of thymocyte migration
BTO:0000751	leukocyte	GO:2000413	regulation of fibronectin-dependent thymocyte migration
BTO:0000751	leukocyte	GO:2000414	negative regulation of fibronectin-dependent thymocyte migration
BTO:0000751	leukocyte	GO:2000415	positive regulation of fibronectin-dependent thymocyte migration
BTO:0000751	leukocyte	GO:2000416	regulation of eosinophil migration
BTO:0000751	leukocyte	GO:2000417	negative regulation of eosinophil migration
BTO:0000751	leukocyte	GO:2000418	positive regulation of eosinophil migration
BTO:0000751	leukocyte	GO:2000419	regulation of eosinophil extravasation
BTO:0000751	leukocyte	GO:2000420	negative regulation of eosinophil extravasation
BTO:0000751	leukocyte	GO:2000421	positive regulation of eosinophil extravasation
BTO:0000751	leukocyte	GO:2000422	regulation of eosinophil chemotaxis
BTO:0000751	leukocyte	GO:2000423	negative regulation of eosinophil chemotaxis
BTO:0000751	leukocyte	GO:2000424	positive regulation of eosinophil chemotaxis
BTO:0000751	leukocyte	GO:2000428	regulation of neutrophil aggregation
BTO:0000751	leukocyte	GO:2000429	negative regulation of neutrophil aggregation
BTO:0000751	leukocyte	GO:2000430	positive regulation of neutrophil aggregation
BTO:0000751	leukocyte	GO:2000437	regulation of monocyte extravasation
BTO:0000751	leukocyte	GO:2000438	negative regulation of monocyte extravasation
BTO:0000751	leukocyte	GO:2000439	positive regulation of monocyte extravasation
BTO:0000751	leukocyte	GO:2000449	regulation of CD8-positive, alpha-beta T cell extravasation
BTO:0000751	leukocyte	GO:2000450	negative regulation of CD8-positive, alpha-beta T cell extravasation
BTO:0000751	leukocyte	GO:2000451	positive regulation of CD8-positive, alpha-beta T cell extravasation
BTO:0000751	leukocyte	GO:2000452	regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation
BTO:0000751	leukocyte	GO:2000453	negative regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation
BTO:0000751	leukocyte	GO:2000454	positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation
BTO:0000751	leukocyte	GO:2000455	regulation of T-helper 17 cell extravasation
BTO:0000751	leukocyte	GO:2000456	negative regulation of T-helper 17 cell extravasation
BTO:0000751	leukocyte	GO:2000457	positive regulation of T-helper 17 cell extravasation
BTO:0000751	leukocyte	GO:2000501	regulation of natural killer cell chemotaxis
BTO:0000751	leukocyte	GO:2000502	negative regulation of natural killer cell chemotaxis
BTO:0000751	leukocyte	GO:2000503	positive regulation of natural killer cell chemotaxis
BTO:0000751	leukocyte	GO:2000508	regulation of dendritic cell chemotaxis
BTO:0000751	leukocyte	GO:2000509	negative regulation of dendritic cell chemotaxis
BTO:0000751	leukocyte	GO:2000510	positive regulation of dendritic cell chemotaxis
BTO:0000751	leukocyte	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation
BTO:0000751	leukocyte	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation
BTO:0000751	leukocyte	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation
BTO:0000751	leukocyte	GO:2000517	regulation of T-helper 1 cell activation
BTO:0000751	leukocyte	GO:2000518	negative regulation of T-helper 1 cell activation
BTO:0000751	leukocyte	GO:2000519	positive regulation of T-helper 1 cell activation
BTO:0000751	leukocyte	GO:2000520	regulation of immunological synapse formation
BTO:0000751	leukocyte	GO:2000521	negative regulation of immunological synapse formation
BTO:0000751	leukocyte	GO:2000522	positive regulation of immunological synapse formation
BTO:0000751	leukocyte	GO:2000523	regulation of T cell costimulation
BTO:0000751	leukocyte	GO:2000524	negative regulation of T cell costimulation
BTO:0000751	leukocyte	GO:2000525	positive regulation of T cell costimulation
BTO:0000751	leukocyte	GO:2000526	positive regulation of glycoprotein biosynthetic process involved in immunological synapse formation
BTO:0000751	leukocyte	GO:2000527	regulation of myeloid dendritic cell chemotaxis
BTO:0000751	leukocyte	GO:2000528	negative regulation of myeloid dendritic cell chemotaxis
BTO:0000751	leukocyte	GO:2000529	positive regulation of myeloid dendritic cell chemotaxis
BTO:0000751	leukocyte	GO:2000537	regulation of B cell chemotaxis
BTO:0000751	leukocyte	GO:2000538	positive regulation of B cell chemotaxis
BTO:0000751	leukocyte	GO:2000550	negative regulation of B cell chemotaxis
BTO:0000751	leukocyte	GO:2000551	regulation of T-helper 2 cell cytokine production
BTO:0000751	leukocyte	GO:2000552	negative regulation of T-helper 2 cell cytokine production
BTO:0000751	leukocyte	GO:2000553	positive regulation of T-helper 2 cell cytokine production
BTO:0000751	leukocyte	GO:2000554	regulation of T-helper 1 cell cytokine production
BTO:0000751	leukocyte	GO:2000555	negative regulation of T-helper 1 cell cytokine production
BTO:0000751	leukocyte	GO:2000556	positive regulation of T-helper 1 cell cytokine production
BTO:0000751	leukocyte	GO:2000557	regulation of immunoglobulin production in mucosal tissue
BTO:0000751	leukocyte	GO:2000558	positive regulation of immunoglobulin production in mucosal tissue
BTO:0000751	leukocyte	GO:2000561	regulation of CD4-positive, alpha-beta T cell proliferation
BTO:0000751	leukocyte	GO:2000562	negative regulation of CD4-positive, alpha-beta T cell proliferation
BTO:0000751	leukocyte	GO:2000563	positive regulation of CD4-positive, alpha-beta T cell proliferation
BTO:0000751	leukocyte	GO:2000564	regulation of CD8-positive, alpha-beta T cell proliferation
BTO:0000751	leukocyte	GO:2000565	negative regulation of CD8-positive, alpha-beta T cell proliferation
BTO:0000751	leukocyte	GO:2000566	positive regulation of CD8-positive, alpha-beta T cell proliferation
BTO:0000751	leukocyte	GO:2000567	regulation of memory T cell activation
BTO:0000751	leukocyte	GO:2000568	positive regulation of memory T cell activation
BTO:0000751	leukocyte	GO:2000569	regulation of T-helper 2 cell activation
BTO:0000751	leukocyte	GO:2000570	positive regulation of T-helper 2 cell activation
BTO:0000751	leukocyte	GO:2000571	regulation of interleukin-4-dependent isotype switching to IgE isotypes
BTO:0000751	leukocyte	GO:2000572	positive regulation of interleukin-4-dependent isotype switching to IgE isotypes
BTO:0000751	leukocyte	GO:2000668	regulation of dendritic cell apoptosis
BTO:0000751	leukocyte	GO:2000669	negative regulation of dendritic cell apoptosis
BTO:0000751	leukocyte	GO:2000670	positive regulation of dendritic cell apoptosis
BTO:0000755	leydig_cell	GO:0033327	Leydig cell differentiation
BTO:0000759	liver	GO:0001889	liver development
BTO:0000759	liver	GO:0035622	intrahepatic bile duct development
BTO:0000759	liver	GO:0060344	liver trabecula formation
BTO:0000759	liver	GO:0061017	hepatoblast differentiation
BTO:0000759	liver	GO:0070365	hepatocyte differentiation
BTO:0000759	liver	GO:0070366	regulation of hepatocyte differentiation
BTO:0000759	liver	GO:0070367	negative regulation of hepatocyte differentiation
BTO:0000759	liver	GO:0070368	positive regulation of hepatocyte differentiation
BTO:0000759	liver	GO:0071910	determination of liver left/right asymmetry
BTO:0000759	liver	GO:0072574	hepatocyte proliferation
BTO:0000759	liver	GO:0072575	epithelial cell proliferation involved in liver morphogenesis
BTO:0000759	liver	GO:0072576	liver morphogenesis
BTO:0000759	liver	GO:2000345	regulation of hepatocyte proliferation
BTO:0000759	liver	GO:2000346	negative regulation of hepatocyte proliferation
BTO:0000759	liver	GO:2000347	positive regulation of hepatocyte proliferation
BTO:0001408	locus_ceruleus	GO:0021703	locus ceruleus development
BTO:0001408	locus_ceruleus	GO:0021704	locus ceruleus morphogenesis
BTO:0001408	locus_ceruleus	GO:0021705	locus ceruleus formation
BTO:0001408	locus_ceruleus	GO:0021706	locus ceruleus maturation
BTO:0000764	lung_fibroblast	GO:0060499	fibroblast growth factor receptor signaling pathway involved in lung induction
BTO:0000763	lung	GO:0014916	regulation of lung blood pressure
BTO:0000763	lung	GO:0030324	lung development
BTO:0000763	lung	GO:0048286	lung alveolus development
BTO:0000763	lung	GO:0060424	lung field specification
BTO:0000763	lung	GO:0060425	lung morphogenesis
BTO:0000763	lung	GO:0060426	lung vasculature development
BTO:0000763	lung	GO:0060427	lung connective tissue development
BTO:0000763	lung	GO:0060428	lung epithelium development
BTO:0000763	lung	GO:0060430	lung saccule development
BTO:0000763	lung	GO:0060431	primary lung bud formation
BTO:0000763	lung	GO:0060432	lung pattern specification process
BTO:0000763	lung	GO:0060435	bronchiole development
BTO:0000763	lung	GO:0060436	bronchiole morphogenesis
BTO:0000763	lung	GO:0060437	lung growth
BTO:0000763	lung	GO:0060441	epithelial tube branching involved in lung morphogenesis
BTO:0000763	lung	GO:0060447	bud outgrowth involved in lung branching
BTO:0000763	lung	GO:0060448	dichotomous subdivision of terminal units involved in lung branching
BTO:0000763	lung	GO:0060449	bud elongation involved in lung branching
BTO:0000763	lung	GO:0060458	right lung development
BTO:0000763	lung	GO:0060459	left lung development
BTO:0000763	lung	GO:0060460	left lung morphogenesis
BTO:0000763	lung	GO:0060461	right lung morphogenesis
BTO:0000763	lung	GO:0060462	lung lobe development
BTO:0000763	lung	GO:0060463	lung lobe morphogenesis
BTO:0000763	lung	GO:0060464	lung lobe formation
BTO:0000763	lung	GO:0060479	lung cell differentiation
BTO:0000763	lung	GO:0060480	lung goblet cell differentiation
BTO:0000763	lung	GO:0060481	lobar bronchus epithelium development
BTO:0000763	lung	GO:0060483	lobar bronchus mesenchyme development
BTO:0000763	lung	GO:0060484	lung-associated mesenchyme development
BTO:0000763	lung	GO:0060486	Clara cell differentiation
BTO:0000763	lung	GO:0060487	lung epithelial cell differentiation
BTO:0000763	lung	GO:0060488	orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis
BTO:0000763	lung	GO:0060489	planar dichotomous subdivision of terminal units involved in lung branching morphogenesis
BTO:0000763	lung	GO:0060490	lateral sprouting involved in lung morphogenesis
BTO:0000763	lung	GO:0060492	lung induction
BTO:0000763	lung	GO:0060493	mesenchymal-endodermal cell signaling involved in lung induction
BTO:0000763	lung	GO:0060495	cell-cell signaling involved in lung development
BTO:0000763	lung	GO:0060496	mesenchymal-epithelial cell signaling involved in lung development
BTO:0000763	lung	GO:0060498	retinoic acid receptor signaling pathway involved in lung bud formation
BTO:0000763	lung	GO:0060499	fibroblast growth factor receptor signaling pathway involved in lung induction
BTO:0000763	lung	GO:0060500	regulation of transcription from RNA polymerase II promoter involved in lung bud formation
BTO:0000763	lung	GO:0060501	positive regulation of epithelial cell proliferation involved in lung morphogenesis
BTO:0000763	lung	GO:0060502	epithelial cell proliferation involved in lung morphogenesis
BTO:0000763	lung	GO:0060503	bud dilation involved in lung branching
BTO:0000763	lung	GO:0060504	positive regulation of epithelial cell proliferation involved in lung bud dilation
BTO:0000763	lung	GO:0060505	epithelial cell proliferation involved in lung bud dilation
BTO:0000763	lung	GO:0060506	smoothened signaling pathway involved in lung development
BTO:0000763	lung	GO:0060507	epidermal growth factor receptor signaling pathway involved in lung development
BTO:0000763	lung	GO:0060508	lung basal cell differentiation
BTO:0000763	lung	GO:0060509	Type I pneumocyte differentiation
BTO:0000763	lung	GO:0060510	Type II pneumocyte differentiation
BTO:0000763	lung	GO:0060511	creation of an inductive signal by a mesenchymal cell involved in lung induction
BTO:0000763	lung	GO:0060915	mesenchymal cell differentiation involved in lung development
BTO:0000763	lung	GO:0060916	mesenchymal cell proliferation involved in lung development
BTO:0000763	lung	GO:0061033	secretion by lung epithelial cell involved in lung growth
BTO:0000763	lung	GO:0061046	regulation of branching involved in lung morphogenesis
BTO:0000763	lung	GO:0061047	positive regulation of branching involved in lung morphogenesis
BTO:0000763	lung	GO:0061048	negative regulation of branching involved in lung morphogenesis
BTO:0000763	lung	GO:0061100	lung neuroendocrine cell differentiation
BTO:0000763	lung	GO:0061111	epithelial-mesenchymal cell signaling involved in lung development
BTO:0000763	lung	GO:0061112	negative regulation of bud outgrowth involved in lung branching
BTO:0000763	lung	GO:0061115	lung proximal/distal axis specification
BTO:0000763	lung	GO:0061140	lung secretory cell differentiation
BTO:0000763	lung	GO:0061141	lung ciliated cell differentiation
BTO:0000763	lung	GO:0061142	mesothelial-mesenchymal cell signaling involved in early lung development
BTO:0000763	lung	GO:0061143	alveolar primary septum development
BTO:0000763	lung	GO:0061144	alveolar secondary septum development
BTO:0000763	lung	GO:0061145	lung smooth muscle development
BTO:0003939	lutein_cell	GO:0071373	cellular response to luteinizing hormone stimulus
BTO:0000855	lymph	GO:0001945	lymph vessel development
BTO:0000855	lymph	GO:0001946	lymphangiogenesis
BTO:0000855	lymph	GO:0003017	lymph circulation
BTO:0000855	lymph	GO:0035167	larval lymph gland hemopoiesis
BTO:0000855	lymph	GO:0035168	larval lymph gland hemocyte differentiation
BTO:0000855	lymph	GO:0035169	lymph gland plasmatocyte differentiation
BTO:0000855	lymph	GO:0035170	lymph gland crystal cell differentiation
BTO:0000855	lymph	GO:0035171	lamellocyte differentiation
BTO:0000855	lymph	GO:0035203	regulation of lamellocyte differentiation
BTO:0000855	lymph	GO:0035204	negative regulation of lamellocyte differentiation
BTO:0000855	lymph	GO:0035205	positive regulation of lamellocyte differentiation
BTO:0000855	lymph	GO:0042381	hemolymph coagulation
BTO:0000855	lymph	GO:0048535	lymph node development
BTO:0000855	lymph	GO:0048542	lymph gland development
BTO:0000855	lymph	GO:0060836	lymphatic endothelial cell differentiation
BTO:0000855	lymph	GO:0060838	lymphatic endothelial cell fate commitment
BTO:0000855	lymph	GO:0060849	regulation of transcription involved in lymphatic endothelial cell fate commitment
BTO:0000855	lymph	GO:0060851	vascular endothelial growth factor receptor signaling pathway involved in lymphatic endothelial cell fate commitment
BTO:0000855	lymph	GO:0060854	patterning of lymph vessels
BTO:0000855	lymph	GO:0060855	venous endothelial cell migration involved in lymph vessel development
BTO:0000855	lymph	GO:0097022	lymphocyte migration into lymph node
BTO:0000784	lymph_node	GO:0035167	larval lymph gland hemopoiesis
BTO:0000784	lymph_node	GO:0035168	larval lymph gland hemocyte differentiation
BTO:0000784	lymph_node	GO:0035169	lymph gland plasmatocyte differentiation
BTO:0000784	lymph_node	GO:0035170	lymph gland crystal cell differentiation
BTO:0000784	lymph_node	GO:0035171	lamellocyte differentiation
BTO:0000784	lymph_node	GO:0035203	regulation of lamellocyte differentiation
BTO:0000784	lymph_node	GO:0035204	negative regulation of lamellocyte differentiation
BTO:0000784	lymph_node	GO:0035205	positive regulation of lamellocyte differentiation
BTO:0000784	lymph_node	GO:0048535	lymph node development
BTO:0000784	lymph_node	GO:0048542	lymph gland development
BTO:0000784	lymph_node	GO:0097022	lymphocyte migration into lymph node
BTO:0000775	lymphocyte	GO:0001767	establishment of lymphocyte polarity
BTO:0000775	lymphocyte	GO:0001768	establishment of T cell polarity
BTO:0000775	lymphocyte	GO:0001769	establishment of B cell polarity
BTO:0000775	lymphocyte	GO:0001770	establishment of natural killer cell polarity
BTO:0000775	lymphocyte	GO:0001771	immunological synapse formation
BTO:0000775	lymphocyte	GO:0001777	T cell homeostatic proliferation
BTO:0000775	lymphocyte	GO:0001779	natural killer cell differentiation
BTO:0000775	lymphocyte	GO:0001782	B cell homeostasis
BTO:0000775	lymphocyte	GO:0001783	B cell apoptosis
BTO:0000775	lymphocyte	GO:0001787	natural killer cell proliferation
BTO:0000775	lymphocyte	GO:0001788	antibody-dependent cellular cytotoxicity
BTO:0000775	lymphocyte	GO:0001794	type IIa hypersensitivity
BTO:0000775	lymphocyte	GO:0001795	type IIb hypersensitivity
BTO:0000775	lymphocyte	GO:0001796	regulation of type IIa hypersensitivity
BTO:0000775	lymphocyte	GO:0001797	negative regulation of type IIa hypersensitivity
BTO:0000775	lymphocyte	GO:0001798	positive regulation of type IIa hypersensitivity
BTO:0000775	lymphocyte	GO:0001799	regulation of type IIb hypersensitivity
BTO:0000775	lymphocyte	GO:0001800	negative regulation of type IIb hypersensitivity
BTO:0000775	lymphocyte	GO:0001801	positive regulation of type IIb hypersensitivity
BTO:0000775	lymphocyte	GO:0001802	type III hypersensitivity
BTO:0000775	lymphocyte	GO:0001803	regulation of type III hypersensitivity
BTO:0000775	lymphocyte	GO:0001804	negative regulation of type III hypersensitivity
BTO:0000775	lymphocyte	GO:0001805	positive regulation of type III hypersensitivity
BTO:0000775	lymphocyte	GO:0001806	type IV hypersensitivity
BTO:0000775	lymphocyte	GO:0001807	regulation of type IV hypersensitivity
BTO:0000775	lymphocyte	GO:0001808	negative regulation of type IV hypersensitivity
BTO:0000775	lymphocyte	GO:0001809	positive regulation of type IV hypersensitivity
BTO:0000775	lymphocyte	GO:0001810	regulation of type I hypersensitivity
BTO:0000775	lymphocyte	GO:0001811	negative regulation of type I hypersensitivity
